drugname,species,rule_id,rule_version,rule,original_rule,inferred,source
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0015,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862736.1'))",blaOXA-366,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0016,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862757.1'))",blaOXA-398,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0017,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862828.1'))",blaOXA-422,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0018,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862833.1'))",blaOXA-423,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0019,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864078.1'))",blaOXA-435,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0020,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864082.1'))",blaOXA-440,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0021,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864108.1'))",blaOXA-482,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0022,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864109.1'))",blaOXA-483,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0023,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_085562421.1'))",blaOXA-565,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0024,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_111672907.1'))",blaOXA-657,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0025,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_168247884.1'))",blaOXA-911,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0026,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_311033317.1'))",blaOXA-1216,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0027,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_318245554.1'))",blaOXA-1223,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0028,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_367187965.1'))",blaOXA-1241,Resistant (nonwildtype),AMRrules
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0030,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_012754353.1'))",blaOXA-24,Resistant (nonwildtype),"AMRrules (PMID: 12499201, 10817708, 21041501)"
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0031,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000713530.1'))",blaOXA-72,Resistant (nonwildtype),"AMRrules (PMID: 17846127, 21041501)"
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0033,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_002002480.1'))",blaOXA-58,Resistant (nonwildtype),AMRrules (PMID: 15616297)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0034,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864543.1'))",blaOXA-96,Resistant (nonwildtype),AMRrules (PMID: 17284537)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0035,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864544.1'))",blaOXA-97,Resistant (nonwildtype),AMRrules (PMID: 18299404)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0036,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861121.1'))",blaOXA-164,Resistant (nonwildtype),AMRrules (PMID: 20921306)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0037,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000854009.1'))",blaOXA-235,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0038,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862170.1'))",blaOXA-236,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0039,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000854010.1'))",blaOXA-237,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0042,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861042.1'))",blaOXA-143,Resistant (nonwildtype),AMRrules (PMID: 19770279)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0043,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861266.1'))",blaOXA-182,Resistant (nonwildtype),AMRrules (PMID: 20884158)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0044,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862128.1'))",blaOXA-231,Resistant (nonwildtype),"AMRrules (PMID: 22736746, 24566181)"
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0045,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_032495764.1'))",blaOXA-253,Resistant (nonwildtype),AMRrules (PMID: 24566181)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0047,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_004201164.1'))",blaNDM-1,Resistant (nonwildtype),AMRrules (PMID: 21693460)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0048,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063860860.1'))",blaNDM-2,Resistant (nonwildtype),AMRrules (PMID: 21427107)
Carbapenem,Acinetobacter baumannii,AMRrules-ACI0049,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_032495384.1'))",blaNDM-6,Resistant (nonwildtype),AMRrules (PMID: 33240245)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0052,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_001046004.1'))",blaOXA-23,Resistant (nonwildtype),AMRrules (PMID: 10602749)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0053,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_001046004.1'))",blaOXA-23,Resistant (nonwildtype),AMRrules (PMID: 10602749)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0054,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862443.1'))",blaOXA-27,Resistant (nonwildtype),AMRrules (PMID: 11158758)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0055,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862443.1'))",blaOXA-27,Resistant (nonwildtype),AMRrules (PMID: 11158758)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0056,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864111.1'))",blaOXA-49,Resistant (nonwildtype),AMRrules (PMID: 22842601)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0057,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864111.1'))",blaOXA-49,Resistant (nonwildtype),AMRrules (PMID: 22842601)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0058,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861044.1'))",blaOXA-146,Resistant (nonwildtype),AMRrules (PMID: 23877677)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0059,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861044.1'))",blaOXA-146,Resistant (nonwildtype),AMRrules (PMID: 23877677)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0060,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861123.1'))",blaOXA-165,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0061,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861123.1'))",blaOXA-165,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0062,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861129.1'))",blaOXA-166,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0063,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861129.1'))",blaOXA-166,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0064,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861133.1'))",blaOXA-167,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0065,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861133.1'))",blaOXA-167,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0066,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861136.1'))",blaOXA-168,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0067,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861136.1'))",blaOXA-168,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0068,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861140.1'))",blaOXA-169,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0069,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861140.1'))",blaOXA-169,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0070,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861151.1'))",blaOXA-170,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0071,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861151.1'))",blaOXA-170,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0072,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861157.1'))",blaOXA-171,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0073,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861157.1'))",blaOXA-171,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0074,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861820.1'))",blaOXA-225,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0075,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861820.1'))",blaOXA-225,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0076,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862190.1'))",blaOXA-239,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0077,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862190.1'))",blaOXA-239,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0078,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862736.1'))",blaOXA-366,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0079,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862736.1'))",blaOXA-366,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0080,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862757.1'))",blaOXA-398,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0081,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862757.1'))",blaOXA-398,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0082,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862828.1'))",blaOXA-422,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0083,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862828.1'))",blaOXA-422,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0084,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862833.1'))",blaOXA-423,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0085,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862833.1'))",blaOXA-423,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0086,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864078.1'))",blaOXA-435,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0087,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864078.1'))",blaOXA-435,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0088,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864082.1'))",blaOXA-440,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0089,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864082.1'))",blaOXA-440,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0090,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864108.1'))",blaOXA-482,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0091,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864108.1'))",blaOXA-482,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0092,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864109.1'))",blaOXA-483,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0093,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864109.1'))",blaOXA-483,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0094,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_085562421.1'))",blaOXA-565,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0095,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_085562421.1'))",blaOXA-565,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0096,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_111672907.1'))",blaOXA-657,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0097,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_111672907.1'))",blaOXA-657,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0098,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_168247884.1'))",blaOXA-911,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0099,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_168247884.1'))",blaOXA-911,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0100,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_311033317.1'))",blaOXA-1216,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0101,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_311033317.1'))",blaOXA-1216,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0102,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_318245554.1'))",blaOXA-1223,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0103,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_318245554.1'))",blaOXA-1223,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0104,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_367187965.1'))",blaOXA-1241,Resistant (nonwildtype),AMRrules
Meropenem,Acinetobacter baumannii,AMRrules-ACI0105,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_367187965.1'))",blaOXA-1241,Resistant (nonwildtype),AMRrules
Imipenem,Acinetobacter baumannii,AMRrules-ACI0108,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_012754353.1'))",blaOXA-24,Resistant (nonwildtype),"AMRrules (PMID: 12499201, 10817708, 21041501)"
Meropenem,Acinetobacter baumannii,AMRrules-ACI0109,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_012754353.1'))",blaOXA-24,Resistant (nonwildtype),"AMRrules (PMID: 12499201, 10817708, 21041501)"
Imipenem,Acinetobacter baumannii,AMRrules-ACI0110,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000713530.1'))",blaOXA-72,Resistant (nonwildtype),"AMRrules (PMID: 17846127, 21041501)"
Meropenem,Acinetobacter baumannii,AMRrules-ACI0111,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000713530.1'))",blaOXA-72,Resistant (nonwildtype),"AMRrules (PMID: 17846127, 21041501)"
Imipenem,Acinetobacter baumannii,AMRrules-ACI0114,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_002002480.1'))",blaOXA-58,Resistant (nonwildtype),AMRrules (PMID: 15616297)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0115,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_002002480.1'))",blaOXA-58,Resistant (nonwildtype),AMRrules (PMID: 15616297)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0116,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864543.1'))",blaOXA-96,Resistant (nonwildtype),AMRrules (PMID: 17284537)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0117,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864543.1'))",blaOXA-96,Resistant (nonwildtype),AMRrules (PMID: 17284537)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0118,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864544.1'))",blaOXA-97,Resistant (nonwildtype),AMRrules (PMID: 18299404)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0119,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063864544.1'))",blaOXA-97,Resistant (nonwildtype),AMRrules (PMID: 18299404)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0120,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861121.1'))",blaOXA-164,Resistant (nonwildtype),AMRrules (PMID: 20921306)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0121,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861121.1'))",blaOXA-164,Resistant (nonwildtype),AMRrules (PMID: 20921306)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0122,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000854009.1'))",blaOXA-235,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0123,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000854009.1'))",blaOXA-235,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0124,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862170.1'))",blaOXA-236,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0125,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862170.1'))",blaOXA-236,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0126,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000854010.1'))",blaOXA-237,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0127,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_000854010.1'))",blaOXA-237,Resistant (nonwildtype),AMRrules (PMID: 23439638)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0130,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861042.1'))",blaOXA-143,Resistant (nonwildtype),AMRrules (PMID: 19770279)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0131,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861042.1'))",blaOXA-143,Resistant (nonwildtype),AMRrules (PMID: 19770279)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0132,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861266.1'))",blaOXA-182,Resistant (nonwildtype),AMRrules (PMID: 20884158)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0133,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063861266.1'))",blaOXA-182,Resistant (nonwildtype),AMRrules (PMID: 20884158)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0134,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862128.1'))",blaOXA-231,Resistant (nonwildtype),"AMRrules (PMID: 22736746, 24566181)"
Meropenem,Acinetobacter baumannii,AMRrules-ACI0135,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_063862128.1'))",blaOXA-231,Resistant (nonwildtype),"AMRrules (PMID: 22736746, 24566181)"
Imipenem,Acinetobacter baumannii,AMRrules-ACI0136,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_032495764.1'))",blaOXA-253,Resistant (nonwildtype),AMRrules (PMID: 24566181)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0137,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_032495764.1'))",blaOXA-253,Resistant (nonwildtype),AMRrules (PMID: 24566181)
Imipenem,Acinetobacter baumannii,AMRrules-ACI0140,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_004201164.1'))",blaNDM-1,Resistant (nonwildtype),AMRrules (PMID: 21693460)
Meropenem,Acinetobacter baumannii,AMRrules-ACI0141,AMRrules-downloaded-2026-08-28,"(  contains_any(row.abritamr_accession_key,'WP_004201164.1'))",blaNDM-1,Resistant (nonwildtype),AMRrules (PMID: 21693460)
